fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_S_dioxide,total_S_dioxide,density,pH,sulphates,alcohol,quality
8.8,0.6,2.99,3.36,2.87,5,41,0.9988,3.36,0.49,22.6,5
8.8,0.6,1.76,0.4,0.0338,5,42.5,0.9988,3.36,0.49,15.5,5
8.7,0.54,1.96,3.56,0.654,7,50.6,0.9976,3.27,0.6,10,6
7.6,0.685,2.32,1.55,2.46,20,48.4,0.9964,3.21,0.61,14.3,5
8.7,0.54,2.37,7.33,2.85,7,47.2,0.9976,3.27,0.6,12.9,6
10.4,0.28,3.29,1.81,0.667,5,45.7,0.9988,3.25,0.63,4.5,5
7.6,0.41,2.38,1.08,3.38,21,50.2,0.9964,3.32,0.57,19.4,6
10.1,0.935,1.34,2.73,1.07,11,48.2,1.001,3.43,0.64,18.6,4
7.9,0.35,0.884,8.1,0.369,46,45.5,0.9964,3.27,0.58,18.5,5
8.7,0.84,1.99,1.44,4.45,24,51.1,0.9954,3.27,0.55,17.1,5
9.6,0.88,2.46,1.62,0.337,30,43.7,0.9979,3.24,0.53,17.2,5
9.5,0.885,2.39,1.99,1.52,31,49.8,0.9978,3.24,0.53,17.8,5
7.7,0.915,2.55,0.422,2.28,7,41.1,0.9964,3.35,0.65,15.5,7
8.9,0.29,0.763,3.83,1.61,25,35.1,0.997,3.18,1.36,8.81,6
9.9,0.54,0.0941,3.74,2.27,16,39.4,0.9991,3.39,0.62,29.4,5
9.5,0.59,2.36,5.62,0.692,21,46.4,0.9992,3.46,0.63,15,5
9.9,0.54,2.58,1.38,0.0487,16,45.2,0.9991,3.39,0.62,9.82,5
9.5,0.59,1.16,11,0.658,21,48.3,0.9992,3.46,0.63,16.7,5
9.9,0.54,2.21,10.2,2.39,16,42.1,0.9991,3.39,0.62,21,5
7.8,0.64,1.22,2.49,1.68,5,43.8,0.9984,3.37,0.69,0.758,7
7.3,0.67,0.739,2.44,0.164,6,41,0.9972,3.4,0.63,1.79,5
8.3,0.845,1.38,2.44,2.62,5,48.2,0.9967,3.32,0.58,6.32,4
8.7,0.48,1.71,10.5,0.532,10,47,0.9964,3.33,0.67,7.59,7
6.7,0.42,2.99,5.13,2.68,24,54.5,0.9948,3.16,0.57,18.1,6
10.7,0.43,1.58,2.32,2.52,8,50,0.9986,2.89,0.5,10.2,5
9.8,0.88,0.668,4.32,0.668,35,46.3,1.001,3.41,0.67,7.4,5
15.9,0.36,2.12,5.08,1.61,22,53.1,0.9976,2.98,0.84,17.6,5
9.4,0.33,2.46,1.46,2.91,9,36.4,0.9976,3.12,0.54,13.3,6
8.6,0.47,1.35,7.03,2.59,7,51.5,0.9979,3.08,0.46,6.23,5
9.7,0.55,3.06,2.34,2.13,20,55.9,1.0004,3.14,0.61,8.58,5
10.7,0.43,2.29,6.64,1.64,8,42.1,0.9986,2.89,0.5,5.99,5
12,0.5,1.75,6.9,0.366,23,44.2,0.998,2.92,0.68,8.86,7
7.2,0.52,2.69,2.24,1.29,5,44.4,0.9973,3.32,0.81,15.7,6
7.1,0.84,2.51,1.83,0.635,5,50.4,0.997,3.41,0.57,12.7,4
7.2,0.52,3.91,2.16,1.8,5,47.7,0.9973,3.32,0.81,2.79,6
7.5,0.42,1.29,2.48,0.628,15,45.2,0.9978,3.31,0.64,4.31,5
7.2,0.57,2.5,3.24,0.879,9,44.2,0.9972,3.36,0.7,2.64,6
10.1,0.28,2.2,3.88,0.0934,5,48,0.9974,3.04,0.79,0.0545,6
12.1,0.4,3.2,7.28,0.993,15,50.1,1,3.03,0.66,5.61,5
9.4,0.59,0.748,1.16,2.4,25,45,0.9981,3.14,0.56,8.35,5
8.3,0.49,1.94,3.35,1.02,6,57.1,0.998,3.18,0.6,17,6
11.3,0.34,2.32,1.17,3.83,6,44.5,0.9988,2.94,0.66,8.21,6
10,0.73,3.25,6.28,0.66,15,45.6,0.9966,3.15,0.57,2.94,5
11.3,0.34,0.9,1.58,1.92,6,51,0.9988,2.94,0.66,1.79,6
6.9,0.4,1.1,9.87,2.56,30,38.4,0.9959,3.26,0.58,24.8,5
8.2,0.73,0.238,3.23,1.36,5,39.5,0.9968,3.2,0.52,19.8,5
9.8,1.24,1.56,0.133,3.2,32,50.3,0.998,3.15,0.53,13.3,5
8.2,0.73,1.61,3.04,0.414,5,50.5,0.9968,3.2,0.52,14.2,5
10.8,0.4,2.1,4.36,4.54,7,53.2,0.9984,3.08,0.67,8.39,6
9.3,0.41,2.66,1.03,3.58,12,37.7,0.9984,3.26,0.65,4.43,5
10.8,0.4,2.14,3.53,0.0374,7,53.3,0.9984,3.08,0.67,27.8,6
8.6,0.8,2.13,7.98,1.26,12,51.8,0.9979,3.4,0.48,4.39,5
8.3,0.78,0.033,1.79,0.473,45,48.2,0.9983,3.48,0.53,8.04,5
10.8,0.26,2.04,0.49,0.417,20,46.8,0.9972,3.13,0.54,11.9,5
13.3,0.43,0.519,6.28,0.0266,15,49.5,1.0004,3.06,0.49,16.5,5
8,0.45,1.58,2.6,3.01,16,48.3,0.9962,3.21,0.49,8.18,6
8.5,0.46,0.839,2.78,2.31,32,46.2,0.998,3.33,0.54,10.6,5
8.1,0.78,1.43,4.55,0.214,5,47.2,0.997,3.37,0.56,0.401,5
9.8,0.98,2.08,7.54,2.74,35,42.9,0.998,3.25,0.48,17.4,5
8.1,0.78,0.804,2.03,3.35,5,41.5,0.997,3.37,0.56,6.03,5
7.1,0.65,1.96,1.62,2.41,13,41.6,0.997,3.44,0.6,0.539,5
9.1,0.64,1.6,1.16,0.111,13,46,0.9998,3.28,0.59,1.45,5
7.7,0.66,2.86,1.16,0.782,4,51.6,0.9962,3.4,0.47,17.4,5
8.1,0.38,0.464,6.44,0.129,5,52.8,0.9976,3.3,1.05,2.69,5
7.4,1.185,3.07,5.67,2.42,5,41.8,0.9966,3.63,0.54,19.6,3
9.2,0.92,2.08,6.96,0.306,12,48,0.9998,3.48,0.54,16.7,5
8.6,0.49,1.52,3.59,0.3,16,47.5,0.9979,3.03,1.17,16.3,5
9,0.48,1.52,6.52,0.482,21,47,0.9984,3.32,0.62,17.6,5
9,0.47,1.75,4.36,1.58,24,46.6,0.9984,3.31,0.61,1.22,5
5.1,0.47,2.28,2.78,3.45,18,44.2,0.9921,3.9,0.62,3.09,6
7,0.65,1.13,11.1,2.21,8,43.4,0.9972,3.47,0.67,13.6,6
7,0.65,2.35,0.18,0.509,8,45.2,0.9972,3.47,0.67,17.6,6
9.4,0.615,1.36,4.7,2.86,18,43.7,1.0001,3.31,0.53,0.605,5
11.8,0.38,0.771,5.39,0.612,5,46.9,0.9986,3.11,0.62,13,6
10.6,1.02,1.86,1.4,1.46,26,40.4,0.9984,3.08,0.57,11.5,6
7,0.65,1.81,1.35,0.445,8,51.6,0.9972,3.47,0.67,5.27,6
7,0.64,1.02,10.2,1.81,9,44,0.997,3.47,0.67,9.42,6
7.5,0.38,2.3,10.7,1.21,22,42.4,0.9972,3.32,0.7,0.126,4
9.1,0.765,2.82,0.922,1.02,4,53.6,0.998,3.29,0.54,7.34,4
8.4,1.035,2.62,2.78,0.367,11,45.2,0.999,3.37,0.49,18.3,5
7,0.78,0.704,2.16,2.26,10,44.2,0.9956,3.4,0.47,17.5,5
7.4,0.49,0.816,3.88,0.39,16,42.5,0.9966,3.37,0.51,2.88,5
7.8,0.545,0.753,0.563,1.78,11,46.4,0.996,3.34,0.61,9.33,6
9.7,0.31,2.79,6.1,0.519,13,42.3,0.9983,3.27,0.66,4.01,6
10.6,1.025,0.913,8.54,0.915,21,48.2,0.9985,3.06,0.57,10.1,5
8.9,0.565,2.42,0.283,1.51,16,43.9,0.9998,3.38,0.61,7.7,5
8.7,0.69,1.72,4.95,0.254,13,41.3,0.9992,3.36,0.45,8.32,5
8,0.43,1.96,7.91,1.47,10,45.9,0.9976,3.34,0.46,11,5
9.9,0.74,1.8,3.2,1.44,21,49.5,0.998,3.28,0.51,19.7,5
7.2,0.49,1.47,8.27,2.42,13,46.1,0.9967,3.29,0.48,4.74,6
8,0.43,2.26,5.26,0.35,10,48.8,0.9976,3.34,0.46,8.08,5
7.6,0.46,0.565,6,3.05,12,43,0.9968,3.21,0.57,11.9,5
8.4,0.56,0.357,4.27,0.932,10,45,0.9976,3.22,0.44,18.8,5
7.1,0.66,1.98,1.31,1.18,17,46.4,0.9976,3.46,0.54,5.17,5
8.4,0.56,1.07,0.557,2.57,10,43.2,0.9976,3.22,0.44,7.66,5
8.9,0.48,0.234,0.827,1.98,35,42.8,0.9982,3.1,0.53,10.9,5
7.6,0.42,0.665,7.69,0.795,15,48.4,0.9968,3.21,0.59,7.61,5
7.1,0.31,1.42,8.44,0.771,36,53.6,0.9965,2.94,1.62,23,5
7.5,1.115,2.1,1.38,3.93,5,35,0.9958,3.54,0.6,2.18,4
9,0.66,2.35,2.25,2.39,5,53.2,0.9976,3.29,0.55,11.3,5
8.1,0.72,0.0397,4.17,4.97,18,46.8,0.9994,3.43,0.72,13.2,6
6.4,0.57,2.98,2.77,1.44,4,41.3,0.997,3.46,0.68,14.4,5
6.4,0.57,1.87,0.883,1.53,4,49,0.997,3.46,0.68,12.5,5
6.4,0.865,2.12,1.31,1.39,27,46.9,0.995,3.61,0.49,6.65,6
9.5,0.55,1.76,6.49,1.42,12,51.3,0.9982,3.17,0.67,2.25,5
8.9,0.875,2.66,3.82,1.37,4,46.8,0.9994,3.44,0.52,7.45,5
7.3,0.835,0.699,3.57,1.12,10,48.9,0.9966,3.39,0.47,13,5
7,0.45,0.987,2.3,0.341,16,51.1,0.998,3.55,0.6,15.3,5
7.7,0.56,0.726,2.72,2.01,9,43.9,0.9987,3.48,0.62,11.7,5
7.7,0.965,2.73,2.49,0.0342,11,43.6,0.9963,3.26,0.5,4.56,5
7.7,0.965,2.39,0.39,0.0284,11,50.4,0.9963,3.26,0.5,7.76,5
8.2,0.59,4.39,3.24,1.09,19,55.6,1.0002,3.5,0.65,3.94,6
9,0.46,2.12,0.0614,1.03,28,41.6,0.9983,3.1,0.56,20.1,5
9,0.69,0.864,2.26,1.11,19,54.3,0.999,3.35,0.6,7.57,5
8.3,0.76,2.57,3.84,0.186,12,54.7,0.9965,3.45,0.68,3.83,6
9.2,0.53,0.543,5.8,0.212,28,47.8,0.99788,3.21,0.57,4.12,5
6.5,0.615,0.526,1.19,0.794,9,42.5,0.9972,3.46,0.65,5.92,5
11.6,0.41,1.37,1.05,2.14,25,50.1,1.00024,3.13,0.53,2.89,5
11.1,0.39,0.918,2.52,1.34,21,45.6,1.0001,3.13,0.51,12.3,5
7.3,0.51,0.383,1.97,1.15,12,47.8,0.99768,3.52,0.73,12.2,6
8.2,0.34,1.52,2.01,1.9,12,50.1,0.9978,3.3,0.47,6.87,6
8.6,0.33,3.84,8.69,0.46,16,53.3,0.99782,3.3,0.48,8.08,5
7.2,0.5,2.98,4.49,0.348,12,40.1,0.99761,3.52,0.72,14.7,6
7.3,0.51,3.08,3.13,0.0969,12,50.3,0.99768,3.52,0.73,3.79,6
8.3,0.65,3.66,0.402,1.02,17,43.7,0.99803,3.29,0.55,15.3,5
8.3,0.65,0.861,6.45,1.68,17,40.3,0.99803,3.29,0.55,11.6,5
7.6,0.54,0.928,1.14,2.31,24,49.8,0.99785,3.39,0.61,13.3,5
8.3,0.65,2.93,1.9,0.575,17,47.8,0.99803,3.29,0.55,9.72,5
7.8,0.48,3.36,3.25,0.083,14,44.6,0.99656,3.09,1.06,9.48,6
7.8,0.91,0.811,1.22,1.83,22,46.1,0.99525,3.51,0.43,8.69,6
6.3,0.98,1.01,4.92,4.03,15,53.7,0.99488,3.6,0.46,19.6,6
8.1,0.87,1.82,1.31,3.43,10,54.5,0.99656,3.25,0.5,6.48,5
8.1,0.87,1.95,3.22,0.618,10,54.7,0.99656,3.25,0.5,19.8,5
8.8,0.42,0.742,2.52,0.354,33,46.3,0.99823,3.19,0.52,4.58,5
9,0.58,2.71,2.21,0.316,9,44,0.99779,3.23,0.57,18.3,5
9.3,0.655,0.341,3.01,0.149,5,44,0.99738,3.25,0.42,18.4,5
8.8,0.7,2.75,2.33,2.03,8,47.2,0.99701,3.31,0.53,8.78,6
9.3,0.655,2.19,2.46,2.12,5,50.2,0.99738,3.25,0.42,14.2,5
9.1,0.68,2.3,3.62,2.34,11,49.6,0.99888,3.31,0.55,12.2,6
9.2,0.67,2.94,4.01,3.22,12,38.7,0.99888,3.31,0.54,7.38,6
8.8,0.59,1.95,0.521,2.09,12,41.8,0.99738,3.14,0.54,13.4,5
7.5,0.6,2.57,7.06,2.37,13,50.5,0.99938,3.45,0.62,5.93,5
7.1,0.59,0.705,0.393,0.291,24,52.7,0.99744,3.55,0.53,13.5,6
7.9,0.72,2.7,2.91,2.36,7,43.8,0.99668,3.39,0.54,10.6,5
7.1,0.59,0.804,5.06,1.15,24,44.7,0.99744,3.55,0.53,3.84,6
9.4,0.685,3.25,7.55,1.83,23,49.8,0.9978,3.28,0.55,13.8,5
9.5,0.57,0.26,0.778,2.09,23,52,0.99782,3.27,0.55,8.45,5
7.9,0.4,1.85,4.54,1.39,1,49.9,0.9973,3.3,0.92,11,6
7.9,0.4,3.39,4.01,0.957,2,46.6,0.99727,3.31,0.91,0.839,6
7.2,1,3.24,0.346,1.17,7,40,0.99586,3.43,0.46,9.65,5
6.9,0.765,2.22,2.74,4.56,5.5,46.5,0.99612,3.4,0.6,13.1,6
6.9,0.635,0.14,1.62,2.8,6,46.6,0.9961,3.4,0.59,5.91,6
8.3,0.43,1.57,5,0.671,7,40.2,0.99788,3.36,0.61,7.56,5
7.1,0.52,0.014,0.59,2.8,21,29.4,0.99745,3.5,0.6,5.9,5
7,0.57,0.257,6.09,0.129,12,43.8,0.99676,3.31,0.6,13.4,6
6.5,0.46,2.2,4.66,1.47,9,49.3,0.99732,3.66,0.65,16.7,5
9,0.82,1.12,0.631,0.521,26,50.6,0.99814,3.36,0.53,9.47,5
6.5,0.46,2.58,0.0301,0.16,9,49.3,0.99732,3.66,0.65,15.5,5
7.1,0.59,1.25,1.01,0.713,20,45.2,0.99746,3.55,0.59,22,5
9.9,0.35,1.58,0.096,0.112,11,40.3,0.9982,3.21,0.5,15.5,5
9.9,0.35,0.585,3.08,1.8,11,51,0.9982,3.21,0.5,16.3,5
10,0.56,3.06,6.08,0.656,19,41.9,0.9991,3.18,0.56,4.25,6
10,0.56,1.9,3.09,3.94,19,47.9,0.9991,3.18,0.56,9.78,6
8.6,0.63,2.28,6.45,3.18,21,54.2,0.998,3.09,0.52,0.807,5
7.4,0.37,1.94,1.62,0.868,18,39.1,0.99708,3.33,0.68,12.7,6
8.8,0.64,0.563,3.26,3.45,25,51.7,0.99818,3.23,0.54,22.1,5
7.1,0.61,2.87,3.29,1.15,17,56.7,0.99745,3.48,0.6,15.9,6
7.7,0.6,2.41,4.08,2.48,7,59.3,0.99639,3.38,0.56,6.1,5
10.1,0.27,0.956,4.54,4.09,7,50.8,0.99531,3.17,0.53,6.32,6
10.8,0.89,1.64,2.55,1.52,7,51.1,0.99786,2.99,1.18,9.66,5
8.7,0.46,2.46,0.236,2.58,24,46.1,0.99746,3.1,0.74,10.5,5
9.3,0.37,0.46,0.339,3.96,21,45.3,0.99526,3.24,0.81,10.7,7
9.4,0.5,1.28,0.614,1.47,5,44.9,0.9987,3.29,0.52,14.9,6
9.4,0.5,0.435,4.6,0.571,5,54.2,0.9987,3.29,0.52,13.3,6
7.2,0.61,1.35,3.15,0.849,26,47.1,0.99641,3.25,0.51,12.8,5
8.6,0.55,1.04,1.68,0.581,8,45.6,0.99735,3.23,0.44,9.36,5
5.1,0.585,1.02,2.83,0.427,14,44.7,0.99264,3.56,0.94,8.36,7
7.7,0.56,1.78,1.53,3.11,14,50.5,0.9971,3.24,0.66,6.04,6
8.4,0.52,1.69,2.19,0.939,4,50.1,0.99682,3.26,0.57,11.1,6
8.2,0.28,0.105,4.58,0.531,4,48.9,0.99356,3.33,0.7,27.5,7
8.4,0.25,1.46,1.19,0.796,4,46.8,0.99386,3.27,0.71,13.4,7
8.2,0.28,1.23,10.1,2.48,4,51.2,0.99356,3.33,0.7,3.7,7
7.4,0.53,1.83,5.14,0.604,4,45,0.99702,3.26,0.86,17,5
7.6,0.48,2.23,3.16,0.505,4,49.3,0.99693,3.22,0.55,7.38,6
7.3,0.49,1.99,6.7,0.493,4,48.6,0.99562,3.3,0.47,7.89,5
12.9,0.5,1.28,0.676,1.43,7,50.6,1.00012,3.09,0.68,7.85,6
10.8,0.45,1.98,3.79,4.5,20,48,0.99818,3.24,0.71,11.3,5
6.9,0.39,0.273,5.59,1.96,4,46.3,0.99462,3.44,0.58,10,4
12.6,0.41,0.786,6.22,1.18,19,48.4,0.99939,3.21,0.76,7.87,6
10.8,0.45,0.347,1.34,0.0383,20,44.8,0.99818,3.24,0.71,16.3,5
9.8,0.51,1.25,0.885,0.867,8,45.2,0.9984,3.23,0.58,10.3,6
10.8,0.29,2.58,2.55,1.3,19,41.2,0.99545,3.28,0.73,15.4,6
7.1,0.715,2.6,4.8,0.344,21,48.1,0.99632,3.29,0.45,11.4,5
9.1,0.66,2.66,1.23,3.09,9,45.9,0.99976,3.28,0.54,12.2,5
7,0.685,2.99,3.95,1.51,9,39.8,0.99606,3.34,0.6,15.9,5
4.9,0.42,2.22,4.92,1.92,16,42.3,0.99154,3.71,0.74,6.87,7
6.7,0.54,2.63,3.47,1.13,15,50.1,0.9973,3.61,0.64,18.1,5
6.7,0.54,0.702,0.792,1.82,15,44.6,0.9973,3.61,0.64,17,5
7.1,0.48,0.86,1.32,2.86,6,54.3,0.99682,3.24,0.53,17.2,5
7.1,0.46,1.13,3.99,2.63,15,47.2,0.99624,3.36,0.49,0.717,5
7.5,0.27,2.04,0.808,0.1,4,51.4,0.9951,3.4,0.64,25,7
7.1,0.46,3.68,2.02,2.16,15,55.4,0.99624,3.36,0.49,6.45,5
7.8,0.57,1.88,2.81,0.75,34,39.7,0.99417,3.46,0.74,4.66,8
5.9,0.61,1.55,9.55,0.192,16,44.1,0.99376,3.56,0.77,4.56,6
7.5,0.685,1.19,2.1,0.941,5,37.7,0.99632,3.38,0.55,9.64,4
5.9,0.61,1.51,7.03,4.28,16,46.4,0.99376,3.56,0.77,9.64,6
10.4,0.44,1.19,2.37,0.402,34,49,0.99832,3.38,0.86,7.27,3
11.6,0.47,0.873,0.577,0.207,36,46.1,0.99836,3.38,0.86,12.4,4
8.8,0.685,1.15,0.226,0.957,16,47.9,0.99694,3.32,0.47,12.1,5
7.6,0.665,2.04,1.94,0.0588,27,46,0.99655,3.39,0.51,4.82,5
6.7,0.28,2.46,1.91,2,36,49.3,0.99064,3.26,0.39,11,7
6.7,0.28,3.52,5.35,0.821,36,36.5,0.99064,3.26,0.39,10.3,7
10.1,0.31,1.88,1.06,0.849,9,45.3,0.99672,3.24,0.83,15,7
6,0.5,2.49,2.44,1.47,13,37.4,0.99647,3.46,0.47,23.1,5
11.1,0.42,2.49,1.44,1.31,9,42.5,0.99736,3.24,0.77,18.9,7
6.6,0.66,0.485,2.75,0.949,21,43.6,0.99629,3.45,0.63,13.3,5
10.6,0.5,2.69,4.55,1.36,34,48,0.99708,3.23,0.72,4.94,6
7.1,0.685,0.509,2.99,2.42,9,50.3,0.9963,3.28,0.62,12.5,5
9.9,0.25,2.32,6.63,3.85,26,45,0.9959,3.18,0.83,8.36,6
6.4,0.64,0.929,1.87,2.41,14,43,0.99689,3.59,0.66,16.7,5
6.4,0.64,1.74,0.513,0.0174,14,45.6,0.99689,3.59,0.66,6.68,5
7.4,0.68,1.41,2.99,2.58,12,45.3,0.9977,3.5,0.7,0.191,6
6.4,0.64,1.92,2.82,0.576,14,50.9,0.99689,3.59,0.66,1.8,5
6.4,0.63,1.69,8.12,1.65,12,48.3,0.99689,3.58,0.66,9.94,5
9.3,0.43,2.14,1.55,1.17,9,45.9,0.99708,3.28,0.55,16.6,5
9.3,0.43,1.26,7.27,1.58,9,42.4,0.99708,3.28,0.55,5.56,5
8,0.42,0.994,1.43,3.27,26,49.6,0.99801,3.22,1.07,8.79,5
9.3,0.36,3.17,8.85,1.18,41,46.7,0.99652,3.47,0.73,13,6
9.3,0.36,3.06,0.0789,4.61,41,39.1,0.99652,3.47,0.73,5.94,6
7.6,0.735,0.495,2.13,0.301,10,50.8,0.99538,3.51,0.71,17.8,7
9.3,0.36,0.676,1.72,0.894,41,44.4,0.99652,3.47,0.73,17.5,6
8.2,0.26,1.36,2.66,2.63,16,47.8,0.99594,3.4,0.78,13.9,7
11.7,0.28,2.62,1.72,5.51,17,40,0.99686,3.15,0.67,5.16,7
6.8,0.56,0.401,1.59,1.46,15,44.5,0.99438,3.4,0.82,17.4,6
7.2,0.62,0.928,7.97,1.33,15,44.7,0.99746,3.51,0.54,21.8,5
5.8,1.01,0.646,6.43,3.25,15,42.1,0.99357,3.66,0.6,12.9,6
7.5,0.42,0.559,0.295,1.39,7,46.3,0.99628,3.24,0.44,10.3,5
7.2,0.62,1.43,4.53,0.855,17,49.9,0.99746,3.51,0.53,5.89,5
7.2,0.62,1.81,2.66,2.08,15,43.7,0.99746,3.51,0.54,16.8,5
7.2,0.635,2.15,5.32,1.55,16,48.1,0.99748,3.51,0.54,11.2,5
6.8,0.49,1.69,8.21,1.04,13,49.5,0.99438,3.41,0.83,6.18,6
6.9,0.51,1.9,1.2,0.916,13,38.3,0.99438,3.4,0.84,19.1,6
6.8,0.56,0.32,5.42,1.1,15,41.9,0.99438,3.4,0.82,7.39,6
7.6,0.63,2.22,6.05,2.46,27,50.2,0.99578,3.44,0.64,12.3,6
7.7,0.715,1.07,4.23,0.466,31,46.9,0.99371,3.41,0.57,8.64,6
6.9,0.56,2.16,0.785,0.133,36,47.5,0.99522,3.53,0.57,11,5
7.3,0.35,1.22,1.65,0.357,28,51.1,0.99576,3.43,0.54,11.4,4
9.1,0.21,0.225,0.22,4.69,6,49.3,0.99552,3.23,0.58,4.97,7
10.4,0.38,2.09,3.21,1.05,6,52.2,0.99664,3.12,0.65,6.93,7
8.8,0.31,0.864,1.84,2.72,7,47.5,0.99614,3.31,0.79,7.55,7
7.1,0.47,2.54,0.906,0.762,7,45.1,0.99517,3.4,0.58,12.6,4
7.7,0.715,2.15,1.34,0.577,31,49.6,0.99371,3.41,0.57,2.22,6
8.8,0.61,1.2,2.9,1.88,30,42.6,0.99787,3.22,0.5,7.7,6
7.2,0.6,3.05,5.49,0.423,18,40.9,0.99745,3.53,0.55,12.9,5
9.2,0.56,1.91,3.99,1.37,10,49.1,0.99576,3.15,0.49,11.1,5
7.6,0.715,1.78,4.79,1.3,30,44.2,0.99533,3.48,0.65,6.43,6
8.4,0.31,0.833,6.74,1.28,14,50,0.99536,3.22,0.78,9.41,6
7.2,0.6,2.09,5.02,1.35,18,49.2,0.99745,3.53,0.55,12.2,5
8.8,0.61,0.521,2.76,0.794,30,41.9,0.99787,3.22,0.5,22.9,6
8.9,0.75,1.66,5.83,3.64,9,51.6,0.99824,3.34,0.64,16.9,5
9,0.8,2.76,0.477,0.175,8,55.3,0.99836,3.33,0.65,5.58,6
10.7,0.52,2.93,2.72,1.64,29,45.7,0.99577,3.15,0.79,12.4,7
6.8,0.57,2.48,1.37,0.488,32,37.7,0.99491,3.43,0.56,15.5,6
10.7,0.9,1.31,1.52,0.783,23,44.4,1.00289,3.22,0.68,22,5
7.2,0.34,0.213,1.65,1.91,30,47.4,0.99576,3.44,0.58,16.1,5
7.2,0.66,1.46,5.76,0.562,16,52.9,0.99743,3.53,0.57,2.63,5
10.1,0.45,0.371,7.32,3.24,10,45.7,0.99774,3.22,0.65,6.08,6
7.2,0.66,2.85,0.29,0.318,16,43.1,0.99743,3.53,0.57,11.3,5
7.2,0.63,1.8,0.174,1.17,17,48.6,0.99745,3.53,0.58,13.1,6
7.1,0.59,2.88,2.68,3.65,27,38.3,0.9955,3.42,0.58,17.8,6
8.3,0.31,3.96,3.38,0.313,17,38.1,0.99444,3.31,0.77,1.17,7
7.1,0.59,0.0875,0.496,0.119,27,49.8,0.9955,3.42,0.58,1.71,6
8.3,0.31,1.18,6.7,0.431,17,59.4,0.99444,3.31,0.77,12.7,7
8.3,1.02,1.4,6.91,2.22,6,42.7,0.99892,3.48,0.49,4.76,3
8.9,0.31,0.209,0.325,1.73,10,44.6,0.99562,3.4,0.69,16.1,5
7.4,0.635,1.06,4.13,2.43,16,43.6,0.99736,3.58,0.69,20.6,7
7.4,0.635,0.211,6.05,1.43,16,41.9,0.99736,3.58,0.69,19.8,7
6.8,0.59,1.54,0.859,1.83,11,50.4,0.9962,3.41,0.59,13.6,7
6.8,0.59,1.34,4.29,0.694,11,43.7,0.9962,3.41,0.59,10.3,7
9.2,0.58,0.909,1.24,1.71,15,42.8,0.998,3.23,0.59,11,5
7.2,0.54,1.83,1.35,1.31,12,43.3,0.9964,3.39,0.71,7.55,5
6.1,0.56,1.48,3.76,1.44,6,42.4,0.9948,3.59,0.54,10.1,6
7.4,0.52,1.91,2.27,1.48,34,45.9,0.99528,3.43,0.59,9.99,6
7.3,0.305,0.95,6.47,0.993,7,40.8,0.99331,3.29,0.52,20.1,6
9.3,0.38,1.95,1.31,1.47,3,38.8,0.99577,3.23,0.57,9.86,6
9.1,0.28,1.51,1.83,0.153,3,53.3,0.99901,3.18,0.6,9.14,6
10,0.46,1.81,0.398,3.14,4,47.3,0.99674,3.33,0.62,3.51,6
9.4,0.395,2.58,2.37,1.6,3,50.3,0.99639,3.27,0.64,1.82,7
7.3,0.305,3.04,2.03,2.08,7,39.8,0.99331,3.29,0.52,16.3,6
8.6,0.315,0.514,0.944,0.41,3,42.9,0.99512,3.27,0.67,3.02,6
5.3,0.715,1.82,2.18,2.14,7,48.9,0.99395,3.62,0.61,5.04,5
6.8,0.41,0.998,0.758,0.335,26,41.3,0.99824,3.38,0.64,10.7,6
8.4,0.36,3.11,1.16,0.953,32,48.3,0.9964,3.3,0.72,10.2,6
8.4,0.62,1.69,4.1,0.272,38,44,0.99504,3.38,0.89,13.3,6
9.6,0.41,2.13,3.15,0.205,10,47.3,0.99786,3.24,0.56,18.9,5
8.4,0.36,2.23,0.888,0.842,32,47.2,0.9964,3.3,0.72,6.12,6
8.4,0.62,1.83,5.15,0.568,38,39.1,0.99504,3.38,0.89,18.5,6
6.8,0.41,1.37,5.95,1.11,26,47.3,0.99824,3.38,0.64,11.1,6
8.6,0.47,1.86,2.94,1.96,14,58.3,0.99516,3.18,0.8,6.22,5
8.6,0.22,0.123,3.71,1.34,53,45.9,0.99604,3.47,0.87,5.87,7
9.4,0.24,3.3,1.07,1.01,52,48.5,0.99786,3.47,0.9,17.9,6
8.4,0.67,1.3,2.09,1.2,11,47.7,0.99736,3.2,0.59,5.76,4
8.6,0.47,1.42,1.19,1.15,14,43.9,0.99516,3.18,0.8,5.65,5
8.7,0.33,0.484,4.38,4.89,10,43.9,0.99468,3.3,0.73,12.1,7
6.6,0.61,1.1,0.226,1.88,8,41,0.99746,3.69,0.73,11.9,5
7.4,0.61,1.97,2.75,0.239,13,49.2,0.99748,3.48,0.65,11,5
7.6,0.4,0.955,0.297,0.328,29,47.4,0.9971,3.45,0.59,11.4,6
7.4,0.61,0.00849,1.32,4.34,13,44.8,0.99748,3.48,0.65,8.93,5
6.6,0.61,2.77,3.43,0.312,8,45,0.99746,3.69,0.73,5.59,5
8.8,0.3,2.64,0.828,2.05,19,48.6,0.99543,3.39,0.72,6.45,6
8.8,0.3,2.92,2.98,3.15,19,50,0.99543,3.39,0.72,4.15,6
12,0.63,2.45,1.28,0.359,6,44.4,0.99791,3.07,0.6,5.93,4
7.2,0.38,2.56,1.21,0.572,23,43.2,0.99356,3.34,0.72,17.9,7
